"","name","label","concept"
"972","PCT019028","Total!!Unmarried-partner households!!Female householder and female partner!!No related children under 18 years","HUSBAND-WIFE AND UNMARRIED-PARTNER HOUSEHOLDS BY SEX OF PARTNER BY PRESENCE OF RELATED AND OWN CHILDREN UNDER 18 YEARS"
"973","PCT019029","Total!!Unmarried-partner households!!Female householder and male partner","HUSBAND-WIFE AND UNMARRIED-PARTNER HOUSEHOLDS BY SEX OF PARTNER BY PRESENCE OF RELATED AND OWN CHILDREN UNDER 18 YEARS"
"974","PCT019030","Total!!Unmarried-partner households!!Female householder and male partner!!With related children under 18 years","HUSBAND-WIFE AND UNMARRIED-PARTNER HOUSEHOLDS BY SEX OF PARTNER BY PRESENCE OF RELATED AND OWN CHILDREN UNDER 18 YEARS"
"975","PCT019031","Total!!Unmarried-partner households!!Female householder and male partner!!With related children under 18 years!!With own children under 18 years","HUSBAND-WIFE AND UNMARRIED-PARTNER HOUSEHOLDS BY SEX OF PARTNER BY PRESENCE OF RELATED AND OWN CHILDREN UNDER 18 YEARS"
"976","PCT019032","Total!!Unmarried-partner households!!Female householder and male partner!!With related children under 18 years!!No own children under 18 years","HUSBAND-WIFE AND UNMARRIED-PARTNER HOUSEHOLDS BY SEX OF PARTNER BY PRESENCE OF RELATED AND OWN CHILDREN UNDER 18 YEARS"
"977","PCT019033","Total!!Unmarried-partner households!!Female householder and male partner!!No related children under 18 years","HUSBAND-WIFE AND UNMARRIED-PARTNER HOUSEHOLDS BY SEX OF PARTNER BY PRESENCE OF RELATED AND OWN CHILDREN UNDER 18 YEARS"
"978","PCT019034","Total!!All other households","HUSBAND-WIFE AND UNMARRIED-PARTNER HOUSEHOLDS BY SEX OF PARTNER BY PRESENCE OF RELATED AND OWN CHILDREN UNDER 18 YEARS"
"979","PCT020001","Total","HOUSEHOLD TYPE BY HOUSEHOLD SIZE"
"980","PCT020002","Total!!Family households","HOUSEHOLD TYPE BY HOUSEHOLD SIZE"
"981","PCT020003","Total!!Family households!!2-person household","HOUSEHOLD TYPE BY HOUSEHOLD SIZE"
"982","PCT020004","Total!!Family households!!3-person household","HOUSEHOLD TYPE BY HOUSEHOLD SIZE"
"983","PCT020005","Total!!Family households!!4-person household","HOUSEHOLD TYPE BY HOUSEHOLD SIZE"
"984","PCT020006","Total!!Family households!!5-person household","HOUSEHOLD TYPE BY HOUSEHOLD SIZE"
"985","PCT020007","Total!!Family households!!6-person household","HOUSEHOLD TYPE BY HOUSEHOLD SIZE"
"986","PCT020008","Total!!Family households!!7-or-more-person household","HOUSEHOLD TYPE BY HOUSEHOLD SIZE"
"987","PCT020009","Total!!Nonfamily households","HOUSEHOLD TYPE BY HOUSEHOLD SIZE"
"988","PCT020010","Total!!Nonfamily households!!1-person household","HOUSEHOLD TYPE BY HOUSEHOLD SIZE"
"989","PCT020011","Total!!Nonfamily households!!2-person household","HOUSEHOLD TYPE BY HOUSEHOLD SIZE"
"990","PCT020012","Total!!Nonfamily households!!3-person household","HOUSEHOLD TYPE BY HOUSEHOLD SIZE"
"991","PCT020013","Total!!Nonfamily households!!4-person household","HOUSEHOLD TYPE BY HOUSEHOLD SIZE"
"992","PCT020014","Total!!Nonfamily households!!5-person household","HOUSEHOLD TYPE BY HOUSEHOLD SIZE"
"993","PCT020015","Total!!Nonfamily households!!6-person household","HOUSEHOLD TYPE BY HOUSEHOLD SIZE"
"994","PCT020016","Total!!Nonfamily households!!7-or-more-person household","HOUSEHOLD TYPE BY HOUSEHOLD SIZE"
"995","PCT021001","Total","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"996","PCT021002","Total!!Family households","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"997","PCT021003","Total!!Family households!!Husband-wife family","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"998","PCT021004","Total!!Family households!!Husband-wife family!!With no children under 18 years","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"999","PCT021005","Total!!Family households!!Husband-wife family!!With one child under 18 years","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1000","PCT021006","Total!!Family households!!Husband-wife family!!With two children under 18 years","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1001","PCT021007","Total!!Family households!!Husband-wife family!!With three children under 18 years","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1002","PCT021008","Total!!Family households!!Husband-wife family!!With four or more children under 18 years","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1003","PCT021009","Total!!Family households!!Male householder, no wife present","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1004","PCT021010","Total!!Family households!!Male householder, no wife present!!With no children under 18 years","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1005","PCT021011","Total!!Family households!!Male householder, no wife present!!With one child under 18 years","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1006","PCT021012","Total!!Family households!!Male householder, no wife present!!With two children under 18 years","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1007","PCT021013","Total!!Family households!!Male householder, no wife present!!With three children under 18 years","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1008","PCT021014","Total!!Family households!!Male householder, no wife present!!With four or more children under 18 years","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1009","PCT021015","Total!!Family households!!Female householder, no husband present","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1010","PCT021016","Total!!Family households!!Female householder, no husband present!!With no children under 18 years","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1011","PCT021017","Total!!Family households!!Female householder, no husband present!!With one child under 18 years","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1012","PCT021018","Total!!Family households!!Female householder, no husband present!!With two children under 18 years","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1013","PCT021019","Total!!Family households!!Female householder, no husband present!!With three children under 18 years","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1014","PCT021020","Total!!Family households!!Female householder, no husband present!!With four or more children under 18 years","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1015","PCT021021","Total!!Nonfamily households","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1016","PCT021022","Total!!Nonfamily households!!With no children under 18 years","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1017","PCT021023","Total!!Nonfamily households!!With one child under 18 years","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1018","PCT021024","Total!!Nonfamily households!!With two children under 18 years","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1019","PCT021025","Total!!Nonfamily households!!With three children under 18 years","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1020","PCT021026","Total!!Nonfamily households!!With four or more children under 18 years","HOUSEHOLD TYPE BY NUMBER OF PEOPLE UNDER 18 YEARS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1021","PCT022001","Total","HOUSEHOLD TYPE BY RELATIONSHIP"
"1022","PCT022002","Total!!In households","HOUSEHOLD TYPE BY RELATIONSHIP"
"1023","PCT022003","Total!!In households!!In family households","HOUSEHOLD TYPE BY RELATIONSHIP"
"1024","PCT022004","Total!!In households!!In family households!!Householder","HOUSEHOLD TYPE BY RELATIONSHIP"
"1025","PCT022005","Total!!In households!!In family households!!Householder!!Male","HOUSEHOLD TYPE BY RELATIONSHIP"
"1026","PCT022006","Total!!In households!!In family households!!Householder!!Female","HOUSEHOLD TYPE BY RELATIONSHIP"
"1027","PCT022007","Total!!In households!!In family households!!Spouse","HOUSEHOLD TYPE BY RELATIONSHIP"
"1028","PCT022008","Total!!In households!!In family households!!Biological child","HOUSEHOLD TYPE BY RELATIONSHIP"
"1029","PCT022009","Total!!In households!!In family households!!Adopted child","HOUSEHOLD TYPE BY RELATIONSHIP"
"1030","PCT022010","Total!!In households!!In family households!!Stepchild","HOUSEHOLD TYPE BY RELATIONSHIP"
"1031","PCT022011","Total!!In households!!In family households!!Grandchild","HOUSEHOLD TYPE BY RELATIONSHIP"
"1032","PCT022012","Total!!In households!!In family households!!Brother or sister","HOUSEHOLD TYPE BY RELATIONSHIP"
"1033","PCT022013","Total!!In households!!In family households!!Parent","HOUSEHOLD TYPE BY RELATIONSHIP"
"1034","PCT022014","Total!!In households!!In family households!!Parent-in-law","HOUSEHOLD TYPE BY RELATIONSHIP"
"1035","PCT022015","Total!!In households!!In family households!!Son-in-law or daughter-in-law","HOUSEHOLD TYPE BY RELATIONSHIP"
"1036","PCT022016","Total!!In households!!In family households!!Other relatives","HOUSEHOLD TYPE BY RELATIONSHIP"
"1037","PCT022017","Total!!In households!!In family households!!Nonrelatives","HOUSEHOLD TYPE BY RELATIONSHIP"
"1038","PCT022018","Total!!In households!!In nonfamily households","HOUSEHOLD TYPE BY RELATIONSHIP"
"1039","PCT022019","Total!!In households!!In nonfamily households!!Male householder","HOUSEHOLD TYPE BY RELATIONSHIP"
"1040","PCT022020","Total!!In households!!In nonfamily households!!Male householder!!Living alone","HOUSEHOLD TYPE BY RELATIONSHIP"
"1041","PCT022021","Total!!In households!!In nonfamily households!!Male householder!!Not living alone","HOUSEHOLD TYPE BY RELATIONSHIP"
"1042","PCT022022","Total!!In households!!In nonfamily households!!Female householder","HOUSEHOLD TYPE BY RELATIONSHIP"
"1043","PCT022023","Total!!In households!!In nonfamily households!!Female householder!!Living alone","HOUSEHOLD TYPE BY RELATIONSHIP"
"1044","PCT022024","Total!!In households!!In nonfamily households!!Female householder!!Not living alone","HOUSEHOLD TYPE BY RELATIONSHIP"
"1045","PCT022025","Total!!In households!!In nonfamily households!!Nonrelatives","HOUSEHOLD TYPE BY RELATIONSHIP"
"1046","PCT022026","Total!!In group quarters","HOUSEHOLD TYPE BY RELATIONSHIP"
"1047","PCT022027","Total!!In group quarters!!Institutionalized population","HOUSEHOLD TYPE BY RELATIONSHIP"
"1048","PCT022028","Total!!In group quarters!!Noninstitutionalized population","HOUSEHOLD TYPE BY RELATIONSHIP"
"1049","PCT023001","Total","HOUSEHOLD TYPE FOR THE POPULATION IN HOUSEHOLDS"
"1050","PCT023002","Total!!In family households","HOUSEHOLD TYPE FOR THE POPULATION IN HOUSEHOLDS"
"1051","PCT023003","Total!!In family households!!In husband-wife family","HOUSEHOLD TYPE FOR THE POPULATION IN HOUSEHOLDS"
"1052","PCT023004","Total!!In family households!!In other family","HOUSEHOLD TYPE FOR THE POPULATION IN HOUSEHOLDS"
"1053","PCT023005","Total!!In family households!!In other family!!In male householder, no wife present family","HOUSEHOLD TYPE FOR THE POPULATION IN HOUSEHOLDS"
"1054","PCT023006","Total!!In family households!!In other family!!In female householder, no husband present family","HOUSEHOLD TYPE FOR THE POPULATION IN HOUSEHOLDS"
"1055","PCT023007","Total!!In nonfamily households","HOUSEHOLD TYPE FOR THE POPULATION IN HOUSEHOLDS"
"1056","PCT023008","Total!!In nonfamily households!!In households with a male householder","HOUSEHOLD TYPE FOR THE POPULATION IN HOUSEHOLDS"
"1057","PCT023009","Total!!In nonfamily households!!In households with a male householder!!In 1-person household","HOUSEHOLD TYPE FOR THE POPULATION IN HOUSEHOLDS"
"1058","PCT023010","Total!!In nonfamily households!!In households with a male householder!!In 2-or-more-person household","HOUSEHOLD TYPE FOR THE POPULATION IN HOUSEHOLDS"
"1059","PCT023011","Total!!In nonfamily households!!In households with a female householder","HOUSEHOLD TYPE FOR THE POPULATION IN HOUSEHOLDS"
"1060","PCT023012","Total!!In nonfamily households!!In households with a female householder!!In 1-person household","HOUSEHOLD TYPE FOR THE POPULATION IN HOUSEHOLDS"
"1061","PCT023013","Total!!In nonfamily households!!In households with a female householder!!In 2-or-more-person household","HOUSEHOLD TYPE FOR THE POPULATION IN HOUSEHOLDS"
"1062","PCT024001","Total","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION UNDER 18 YEARS"
"1063","PCT024002","Total!!In households","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION UNDER 18 YEARS"
"1064","PCT024003","Total!!In households!!Householder or spouse","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION UNDER 18 YEARS"
"1065","PCT024004","Total!!In households!!Related child","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION UNDER 18 YEARS"
"1066","PCT024005","Total!!In households!!Related child!!Own child","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION UNDER 18 YEARS"
"1067","PCT024006","Total!!In households!!Related child!!Own child!!In husband-wife family","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION UNDER 18 YEARS"
"1068","PCT024007","Total!!In households!!Related child!!Own child!!In other family","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION UNDER 18 YEARS"
"1069","PCT024008","Total!!In households!!Related child!!Own child!!In other family!!In male householder, no wife present family","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION UNDER 18 YEARS"
"1070","PCT024009","Total!!In households!!Related child!!Own child!!In other family!!In female householder, no husband present family","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION UNDER 18 YEARS"
"1071","PCT024010","Total!!In households!!Related child!!Other relatives","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION UNDER 18 YEARS"
"1072","PCT024011","Total!!In households!!Related child!!Other relatives!!Grandchild","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION UNDER 18 YEARS"
"1073","PCT024012","Total!!In households!!Related child!!Other relatives!!Other relatives","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION UNDER 18 YEARS"
"1074","PCT024013","Total!!In households!!Nonrelatives","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION UNDER 18 YEARS"
"1075","PCT024014","Total!!In group quarters","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION UNDER 18 YEARS"
"1076","PCT024015","Total!!In group quarters!!Institutionalized population","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION UNDER 18 YEARS"
"1077","PCT024016","Total!!In group quarters!!Noninstitutionalized population","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION UNDER 18 YEARS"
"1078","PCT025001","Total","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1079","PCT025002","Total!!In households","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1080","PCT025003","Total!!In households!!Householder or spouse","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1081","PCT025004","Total!!In households!!Related child","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1082","PCT025005","Total!!In households!!Related child!!Own child","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1083","PCT025006","Total!!In households!!Related child!!Own child!!Under 3 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1084","PCT025007","Total!!In households!!Related child!!Own child!!3 and 4 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1085","PCT025008","Total!!In households!!Related child!!Own child!!5 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1086","PCT025009","Total!!In households!!Related child!!Own child!!6 to 11 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1087","PCT025010","Total!!In households!!Related child!!Own child!!12 and 13 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1088","PCT025011","Total!!In households!!Related child!!Own child!!14 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1089","PCT025012","Total!!In households!!Related child!!Own child!!15 to 17 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1090","PCT025013","Total!!In households!!Related child!!Other relatives","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1091","PCT025014","Total!!In households!!Related child!!Other relatives!!Under 3 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1092","PCT025015","Total!!In households!!Related child!!Other relatives!!3 and 4 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1093","PCT025016","Total!!In households!!Related child!!Other relatives!!5 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1094","PCT025017","Total!!In households!!Related child!!Other relatives!!6 to 11 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1095","PCT025018","Total!!In households!!Related child!!Other relatives!!12 and 13 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1096","PCT025019","Total!!In households!!Related child!!Other relatives!!14 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1097","PCT025020","Total!!In households!!Related child!!Other relatives!!15 to 17 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1098","PCT025021","Total!!In households!!Nonrelatives","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1099","PCT025022","Total!!In households!!Nonrelatives!!Under 3 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1100","PCT025023","Total!!In households!!Nonrelatives!!3 and 4 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1101","PCT025024","Total!!In households!!Nonrelatives!!5 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1102","PCT025025","Total!!In households!!Nonrelatives!!6 to 11 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1103","PCT025026","Total!!In households!!Nonrelatives!!12 and 13 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1104","PCT025027","Total!!In households!!Nonrelatives!!14 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1105","PCT025028","Total!!In households!!Nonrelatives!!15 to 17 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1106","PCT025029","Total!!In group quarters","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1107","PCT025030","Total!!In group quarters!!Institutionalized population","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1108","PCT025031","Total!!In group quarters!!Institutionalized population!!Under 3 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1109","PCT025032","Total!!In group quarters!!Institutionalized population!!3 and 4 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1110","PCT025033","Total!!In group quarters!!Institutionalized population!!5 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1111","PCT025034","Total!!In group quarters!!Institutionalized population!!6 to 11 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1112","PCT025035","Total!!In group quarters!!Institutionalized population!!12 and 13 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1113","PCT025036","Total!!In group quarters!!Institutionalized population!!14 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1114","PCT025037","Total!!In group quarters!!Institutionalized population!!15 to 17 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1115","PCT025038","Total!!In group quarters!!Noninstitutionalized population","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1116","PCT025039","Total!!In group quarters!!Noninstitutionalized population!!Under 3 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1117","PCT025040","Total!!In group quarters!!Noninstitutionalized population!!3 and 4 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1118","PCT025041","Total!!In group quarters!!Noninstitutionalized population!!5 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1119","PCT025042","Total!!In group quarters!!Noninstitutionalized population!!6 to 11 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1120","PCT025043","Total!!In group quarters!!Noninstitutionalized population!!12 and 13 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1121","PCT025044","Total!!In group quarters!!Noninstitutionalized population!!14 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1122","PCT025045","Total!!In group quarters!!Noninstitutionalized population!!15 to 17 years","HOUSEHOLD TYPE BY RELATIONSHIP BY AGE FOR THE POPULATION UNDER 18 YEARS"
"1123","PCT026001","Total","HOUSEHOLD TYPE FOR THE POPULATION UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1124","PCT026002","Total!!In family households","HOUSEHOLD TYPE FOR THE POPULATION UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1125","PCT026003","Total!!In family households!!In husband-wife family","HOUSEHOLD TYPE FOR THE POPULATION UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1126","PCT026004","Total!!In family households!!In other family","HOUSEHOLD TYPE FOR THE POPULATION UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1127","PCT026005","Total!!In family households!!In other family!!In male householder, no wife present family","HOUSEHOLD TYPE FOR THE POPULATION UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1128","PCT026006","Total!!In family households!!In other family!!In female householder, no husband present family","HOUSEHOLD TYPE FOR THE POPULATION UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1129","PCT026007","Total!!In nonfamily households","HOUSEHOLD TYPE FOR THE POPULATION UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1130","PCT027001","Total","PRESENCE OF UNMARRIED PARTNER OF HOUSEHOLDER BY HOUSEHOLD TYPE FOR THE POPULATION UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1131","PCT027002","Total!!Unmarried partner of householder present","PRESENCE OF UNMARRIED PARTNER OF HOUSEHOLDER BY HOUSEHOLD TYPE FOR THE POPULATION UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1132","PCT027003","Total!!Unmarried partner of householder present!!In family households","PRESENCE OF UNMARRIED PARTNER OF HOUSEHOLDER BY HOUSEHOLD TYPE FOR THE POPULATION UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1133","PCT027004","Total!!Unmarried partner of householder present!!In family households!!In male householder and male partner households","PRESENCE OF UNMARRIED PARTNER OF HOUSEHOLDER BY HOUSEHOLD TYPE FOR THE POPULATION UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1134","PCT027005","Total!!Unmarried partner of householder present!!In family households!!In male householder and female partner households","PRESENCE OF UNMARRIED PARTNER OF HOUSEHOLDER BY HOUSEHOLD TYPE FOR THE POPULATION UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
